S.No.,HSCode,Commodity,2020-2021,%Share,2021-2022,%Share,%Growth
7760,82090010,TUNGSTEN CARBIDE TIPS,64.7,0.0164,91.56,0.0149,41.5
7761,82090090,OTHERS,100.54,0.0255,139.89,0.0228,39.15
7762,82100000,"HND-OPRETD MCHNCL APPLNCS WEIGHNG <=10KG. USED IN PRPRNG,CONDITNG,SERVNG FOOD/DRINK",2.78,0.0007,2.01,0.0003,-27.79
7763,82111000,SETS OF ASSORTED ARTICLES,0.81,0.0002,0.86,0.0001,6.52
7764,82119100,TABLES KNIVS HAVING FIXD BLADES,0.88,0.0002,1.45,0.0002,65.01
7765,82119200,OTHR KNIVS HAVING FIXD BLADES,2.64,0.0007,3.04,0.0005,14.95
7766,82119310,POCKET KNIVES,0.28,0.0001,0.17,0,-39.14
7767,82119390,OTHER KNIVES,3.12,0.0008,4.11,0.0007,31.57
7768,82119400,BLADES OF HDG 8211,1.77,0.0004,2.13,0.0003,20.44
7769,82119500,HANDLES OF BASE METAL,0.04,0,0.07,0,76.46
7770,82121010,TWINE TYPE SHAVING SYSTEM,0.27,0.0001,0.23,0,-15.36
7771,82121090,OTHER RAZORS,11.64,0.003,10.89,0.0018,-6.43
7772,82122011,DISPOSABLE CARTRIDGE BLADE,30.37,0.0077,31.26,0.0051,2.92
7773,82122019,OTHER SAFETY RAZOR BLADES INCLD RAZOR,5.27,0.0013,6.91,0.0011,31.01
7774,82122020,"SAFETY RAZOR BLADE BLANKS,IN STRIPS",0.33,0.0001,0.34,0.0001,2.52
7775,82129000,OTHR PARTS OF RAZORS AND RAZOR BLADES,4.13,0.001,3.03,0.0005,-26.51
7776,82130000,SCISORS TAILRS SHEARS AND SIMLR SHEARS AND BLADES THEREFOR,9.37,0.0024,12.35,0.002,31.83
7777,82141010,"PAPER KNIVES, LETTER OPENERS, ERASING KNIVES, PENCIL SHARPENERS",1.08,0.0003,1.37,0.0002,26.13
7778,82141090,BLADES,0.74,0.0002,1.75,0.0003,136.96
7779,82142010,NAIL CUTTERS,2.43,0.0006,3.85,0.0006,58.45
7780,82142090,OTHER MANICURE OR PEDICURE SETS AND INSTRMNTS(INCLD NAIL FILES),3.05,0.0008,4.61,0.0008,51.16
7781,82149010,HANDLES OF CUTLERY OF BASE METAL,0.02,0,0.13,0,545.88
7782,82149090,OTHR ARTICLS OF CUTLERY N.E.S.,2.01,0.0005,1.38,0.0002,-31.43
7783,82151000,SETS OF ASORTD ARTICLS CONTNG ONE ARTICLE PLATED WTH PRECIOUS METAL,0.09,0,0.11,0,17.65
7784,82152000,OTHR SETS OF ASORTD ARTICLS,1.24,0.0003,1.61,0.0003,29.94
7785,82159100,"SPOONS,FORKS AND SMLR TABLE/KITCHEN WARE PLATED WTH PRECUS MTAL",0.03,0,0.03,0,-13.39
7786,82159900,OTHR ARTICLES NOT IN SETS,4.28,0.0011,5.94,0.001,38.77
7787,83011000,PADLOCKS,3.92,0.001,4.41,0.0007,12.51
7788,83012000,LOCKS OF A KIND USED FOR MOTOR VEHICLS,21.37,0.0054,29.24,0.0048,36.86
7789,83013000,LOCKS OF A KIND USED FOR FURNITURE,7.61,0.0019,13.03,0.0021,71.3
7790,83014010,COMBINATION LOCKS,3.08,0.0008,9.82,0.0016,219.09
7791,83014090,OTHER LOCKS N.E.S.,35.77,0.0091,47.28,0.0077,32.18
7792,83015000,"CLASPS AND FRAMES WTH CLASPS,INCRPRTNG LCKS",0.43,0.0001,0.31,0,-28.4
7793,83016000,PARTS OF ARTICLES IN HDG 8301,32.09,0.0081,39.42,0.0064,22.83
7794,83017000,KEYS PRESENTED SEPARATELY,7.84,0.002,8.23,0.0013,5.04
7795,83021010,HINGES 0F STEEL,13.95,0.0035,19.06,0.0031,36.66
7796,83021020,HINGES 0F BRASS,0.13,0,0.08,0,-41.09
7797,83021090,HINGES 0F 0THER BASE METAL INCL ALUMINIUM,55.97,0.0142,81.98,0.0134,46.48
7798,83022000,CASTORS,5.09,0.0013,8.26,0.0013,62.48
7799,83023010,CURVE DRIVE STAKES,1.88,0.0005,1.24,0.0002,-34.08
7800,83023090,OTHERS,38.04,0.0096,36.76,0.006,-3.38
7801,83024110,FITTINGS FOR DOORS AND WINDOWS,23.03,0.0058,37.38,0.0061,62.35
7802,83024120,TOWER BOLTS,0.02,0,0.04,0,119.05
7803,83024190,OTHR MOUNTINGS FITTINGS AND SMLR ARTCLS SUITABLE FOR BUILDINGS N.E.S.,27.55,0.007,34.55,0.0056,25.4
7804,83024200,OTHER FTTNGS ETC SUITABLE FOR FURNITURE,90.42,0.0229,177.31,0.0289,96.08
7805,83024900,OTHER MOUNTING FITTINGS ETC NES,57.02,0.0145,88.55,0.0144,55.3
7806,83025000,HAT RACKS HAT PEGS BRACKETS AND SMLR FIXTRS,14.72,0.0037,17.12,0.0028,16.25
7807,83026000,AUTOMATIC DOOR CLOSERS,9.59,0.0024,18.68,0.003,94.8
7808,83030000,ARMORD/REINFRCD SAFES STRONG BOXS AND DOORS AND SAFE DPOST LCKRS FR STRNG ROOMS CSH/ DEEDBOXS ETC OF BASE METAL,5.66,0.0014,11.05,0.0018,95.39
7809,83040000,"FILING CABNT CRD INCX CABNT PAPR TRAY PAPRRSTS,PEN TRAYS,OFFICE-STMP STNDS AND SMLR OFFICE/DSK EQPMNT OF BS MTL",1.04,0.0003,1.47,0.0002,40.38
7810,83051000,FITTINGS FOR LOOSE LEAF BINDERS OF FILES,0.29,0.0001,0.55,0.0001,90.35
7811,83052000,STAPLES IN STRIPS,2.1,0.0005,3.03,0.0005,44.66
7812,83059010,PINS (OTHER THAN THOSE OF HEADING 7317),0.09,0,0.29,0,218.02
7813,83059020,CLIPS,1.74,0.0004,2.61,0.0004,49.73
7814,83059090,OTHER FITTINGS ETC INCLUDING PARTS N.E.S.,0.84,0.0002,1.14,0.0002,36.04
7815,83061000,BELLS GONGS AND THE LIKE,0.29,0.0001,0.46,0.0001,55.97
7816,83062110,STATUETTES(EXCLUDNG WORKS OF ART) PLATED WITH PRECIOUS METAL,0.02,0,0.08,0,341.21
7817,83062120,TROPHIES PLATED WTH PRECIOUS METAL,0.02,0,0.09,0,261.57
7818,83062190,OTHER ORNMNT PLTED WITH PRCS METAL,0.21,0.0001,0.32,0.0001,54.04
7819,83062910,OTHR STATUETTES(EXCLUDING WORKS OF ART),0.22,0.0001,0.92,0.0001,324.79
7820,83062920,OTHER TROPHIES,0.09,0,0.12,0,27.31
7821,83062990,OTERS,1.39,0.0004,2.91,0.0005,108.43
7822,83063000,"PHOTOGRPH,PICTURE/SMLR FRAMES,MIRORS",0.52,0.0001,1.36,0.0002,162.05
7823,83071000,FLXBL TUBNG OF IRON/STL WTH/WTHUT FTTNGS,46.2,0.0117,108.05,0.0176,133.87
7824,83079000,FLXBL TUBNG OF OTHR BS MTL WTH/WTHUT FTNG,3.96,0.001,5.71,0.0009,44.31
7825,83081010,HOOKS AND EYES,8,0.002,11.74,0.0019,46.61
7826,83081021,EYELETS FOR FOOTWEAR,2.54,0.0006,4.14,0.0007,63.21
7827,83081029,OTHER EYELETS,12.43,0.0032,15.5,0.0025,24.7
7828,83082000,TUBULAR OR BIFURCATED RIVETS,5.37,0.0014,9.04,0.0015,68.28
7829,83089011,BUCKLES FOR FOOTWEAR,2.13,0.0005,2.59,0.0004,21.82
7830,83089019,OTHER BUCKLES,11.66,0.003,16.34,0.0027,40.17
7831,83089020,IMITATION ZARI SPANGLES,0.05,0,0.07,0,41.72
7832,83089031,"BEADSAND SPANGLES OF BASE METAL FOR GARMENTSMADE UPS, KNITWEAR, PLASTICAND LEATHER GOODS",0.63,0.0002,0.89,0.0001,42.96
7833,83089039,OTHER BEADSAND SPANGLES OF BASE METAL,0.71,0.0002,1.65,0.0003,133.2
7834,83089040,FITNGS FOR TRAVL REQUSTS AND LEATHER GOODS,7.17,0.0018,17.34,0.0028,141.65
7835,83089091,"OTHER MADERUP OF ARTICLES FOR GARMENTS MADE UPS, KNITWEAR, PLASTICANDLEATHER GOODS",1.38,0.0003,2.36,0.0004,71.18
7836,83089099,OTHER MADERUP OF ARTICLES N.E.S.,27.02,0.0069,42.79,0.007,58.38
7837,83091000,CROWN CORKS,0.09,0,0.13,0,38.57
7838,83099010,"PILFER PROOF CAPS FOR PACKAGING, ALL SORTSWITH/WITHOUT WASHERS OR OTHR FITTINGS OF CORK, RUBER, POLYTHYLENE OR ANY OTHR",0.6,0.0002,0.83,0.0001,38.05
7839,83099020,ALUMINIUM CAPS AND CLOSURES,7.04,0.0018,9.2,0.0015,30.59
7840,83099030,OTHER SEALS,3.31,0.0008,3.07,0.0005,-7.46
7841,83099090,OTHER PACKING ACCESSORIES N.E.S.,46.13,0.0117,67.9,0.0111,47.17
7842,83100010,ENAMEL IRON SIGNBOARD,0.14,0,0.18,0,33.07
7843,83100090,OTHER SYMBOLS OF BASE METAL,7.35,0.0019,8.12,0.0013,10.58
7844,83111000,COAT ELCTRD OF BS MTL FR ELCTRC ARC WLDNG,16.07,0.0041,17.85,0.0029,11.09
7845,83112000,CORED WIRE OF BS MTL FR ELCTRC ARC WLDNG,29.1,0.0074,41.7,0.0068,43.33
7846,83113010,WIRE AND RODS OF AGGLOMERATED BASE METAL POWDER USED FOR METAL SPRAYING,1.55,0.0004,0.88,0.0001,-42.87
7847,83113090,OTHER COATED RODS AND CORED WIRE OF BASE METAL FOR SOLDERNG BRAZING/WELDNG BY FLAME,10.43,0.0026,12.32,0.002,18.15
7848,83119000,OTHR ARTCLS OF HEADING 8311 INCL PARTS,25.91,0.0066,35.47,0.0058,36.88
7849,84012000,MCHNRY AND APPRTS FR ISOTOPC SEPARTN AND PRTS,,,0.02,0,
7850,84013000,"FUEL ELMNTS (CARTRIDGES),NON-IRRADIATED",,,0.01,0,
7851,84014000,PARTS OF NUCLEAR REACTORS,,,0,0,
7852,84021100,WTRTUBE BOILRS WTH A STM PRDCTN>45T/HR,3.07,0.0008,1.04,0.0002,-66.05
7853,84021200,WTRTUBE BOILRS WTH A STM PRDCTN<=45T/HR,6.61,0.0017,5.31,0.0009,-19.58
7854,84021910,"FIRETBE,HORIZONTAL(LANCASHIRE)BOILERS",1.26,0.0003,0.51,0.0001,-59.53
7855,84021920,"FIRETBE BOILERS,VERTICAL",0.08,0,0.02,0,-73.06
7856,84021990,OTHERS,3.96,0.001,8.9,0.0015,124.65
7857,84022000,SUPER-HEATED WATER BOILERS,0.1,0,4.77,0.0008,"4,843.11"
7858,84029010,PARTS OF FIRE TUBE BOILERS,0.58,0.0001,0.47,0.0001,-18.71
7859,84029020,PARTS OF WATER TUBE BOILERS,0.28,0.0001,13.66,0.0022,"4,749.11"
7860,84029090,PARTS OF OTHR STEAM AND VAPOUR GNRTNG BOILRS,34.82,0.0088,25.24,0.0041,-27.51
7861,84031000,CENTRAL HEATNG BOILERS,1.84,0.0005,0.36,0.0001,-80.5
7862,84039000,PARTS OF CENTRAL HEATING BOILERS,0.26,0.0001,0.38,0.0001,44.3
7863,84041000,AUXLRY PLNT USD WTH BOILRS OF 8402/8403,29.29,0.0074,4,0.0007,-86.34
7864,84042000,CONDENSERS FOR STEAM/OTHR VPR POWR UNITS,11.2,0.0028,5.17,0.0008,-53.84
7865,84049000,PARTS OF THE ITEMS OF 840410 AND 840420,7.96,0.002,3.43,0.0006,-56.9
7866,84051010,PRODUCER GAS AND WATER GAS GENERATORS,2.38,0.0006,5.98,0.001,151.05
7867,84051020,ACETYLENE GAS GENERATORS (WATER PROCESS),0.11,0,0.04,0,-59.01
7868,84051090,OTHER GAS GENERATORS,14.65,0.0037,12.62,0.0021,-13.86
7869,84059000,PARTS OF GAS GENERATORS,4.45,0.0011,3.36,0.0005,-24.48
7870,84061000,TURBINES FOR MARINE PROPULSON,1.46,0.0004,0.71,0.0001,-51.64
7871,84068100,OTHER TURBINES OF AN OUTPUT> 40 MW,5.87,0.0015,0.23,0,-96.08
7872,84068200,OTHER TURBINES OF AN OUTPUT <= 40 MW,7.98,0.002,14.46,0.0024,81.14
7873,84069000,PARTS OF TURBINES,137.56,0.0349,130.57,0.0213,-5.08
7874,84071000,AIR-CRAFT ENGINES,83.96,0.0213,75.37,0.0123,-10.24
7875,84072100,OUT BOARD MOTORS,14.02,0.0036,16.53,0.0027,17.97
7876,84072900,OTHER MARINE PROPULSION ENGINES,0.07,0,0.64,0.0001,861.42
7877,84073110,SPRK-IGNTN ENGINES FOR MOTOR CARS,0,0,,,
7878,84073190,SPRK-IGNTN ENGINES FOR OTHERS,2.45,0.0006,,,
7879,84073210,SPRK-IGNTN ENGINES FOR MOTOR CARS,0.01,0,0.04,0,383.12
7880,84073290,SPRK-IGNTN ENGINES FOR OTHERS,0.02,0,0.03,0,39.75
7881,84073310,SPRK IGNTN ENGINES FOR MOTOR CARS,60.09,0.0152,41.75,0.0068,-30.53
7882,84073320,SPRK-IGNTN ENGINES FOR MOTOR CYCLES,1.56,0.0004,3.55,0.0006,127.29
7883,84073390,SPRK-IGNTN ENGINES FOR OTHERS,0.03,0,0.06,0,89.47
7884,84073410,SPRK-IGNTN ENGINES FOR MOTOR CARS,232.29,0.0589,372.96,0.0608,60.56
7885,84073490,SPRK-IGNTN ENGINES FOR OTHERS,7.68,0.0019,6.7,0.0011,-12.77
7886,84079010,PETROL ENGINES,24.14,0.0061,8.11,0.0013,-66.39
7887,84079020,KEROSENE ENGINES,0.08,0,0.04,0,-56.57
7888,84079090,OTHERS,6.41,0.0016,10.72,0.0017,67.15
7889,84081010,OUT BOARD ENGINES,2.98,0.0008,1.78,0.0003,-40.32
7890,84081091,"ENGINES,OTHER THAN OUTBOARD,OF A CYLINDER CAPACITY>50 CC BUT <=100 CC",0,0,0.07,0,"17,200.00"
7891,84081092,"ENGINES,OTHER THAN OUTBOARD,OF A CYLINDER CAPACITY>100 CC BUT <=250 CC",3.91,0.001,3.2,0.0005,-18.18
7892,84081093,"ENGNS,EXCL OUTBOARD,OF CYLNDR CPCTY>250 CC",31.73,0.008,17.78,0.0029,-43.97
7893,84082010,ENGNS OF CYLNDR CPCTY>50 CC BUT <=250 CC,0.19,0,0.03,0,-82.39
7894,84082020,ENGINES OF CYLNDR CPCTY>250 CC,101.02,0.0256,212.15,0.0346,110
7895,84089010,STATIONARY ENGINES OF CYLNDR CPCTY>50 CC,4.74,0.0012,14.79,0.0024,212.33
7896,84089090,OTHERS,133.96,0.034,203.62,0.0332,52
7897,84091000,PARTS FOR AIRCRAFT ENGINES,2.6,0.0007,91.05,0.0149,"3,402.00"
7898,84099111,"VALVES,INLET AND EXHAUST",14.35,0.0036,21.77,0.0036,51.76
7899,84099112,PISTONS,9.93,0.0025,16.06,0.0026,61.7
7900,84099113,PISTON RINGS,13.29,0.0034,17.99,0.0029,35.38
7901,84099114,PISTON ASSEMBLES,7.03,0.0018,7.07,0.0012,0.58
7902,84099120,FUEL INJCTN EQPMNT EXCL INJCTN PUMPS,50.87,0.0129,58.62,0.0096,15.22
7903,84099191,OTHER CMPONENT PARTS OF PETROL ENGINES FOR MOTOR VEHICLES,116.73,0.0296,111.53,0.0182,-4.45
7904,84099192,PRTS OF PETROL ENGINES EXCL FR MOTOR VHCLS,5.39,0.0014,7.2,0.0012,33.63
7905,84099193,PARTS OF KEROSENE ENGINES,0.03,0,0.05,0,91.21
7906,84099194,PARTS OF GAS ENGINES,2.39,0.0006,3.96,0.0006,65.7
7907,84099199,OTHER PARTS OF SPRK-IGNITION ENGINES,151.21,0.0383,166.41,0.0271,10.05
7908,84099911,"VALVES,INLET AND EXHAUST",28.92,0.0073,36.4,0.0059,25.84
7909,84099912,PISTONS,9.43,0.0024,8.86,0.0014,-6.06
7910,84099913,PISTON RINGS,2.68,0.0007,3.08,0.0005,15.09
7911,84099914,PISTON ASSEMBLES,6.53,0.0017,8.29,0.0014,27.08
7912,84099920,FUEL NOZZELES,3.84,0.001,5.51,0.0009,43.67
7913,84099930,FUEL INJECTN EQPMNT EXCL INJCTN PUMPS,101.95,0.0258,156.45,0.0255,53.46
7914,84099941,"COMPONENT PARTS FOR DIESEL ENGINES FOR MOTOR VEHICLES,N.E.S.",105.54,0.0268,163.7,0.0267,55.11
7915,84099942,"CMPNT PRTS OF DIESEL ENGNS MARINE,OUTBOARD",0.56,0.0001,0.7,0.0001,25.76
7916,84099949,OTHER PARTS OF DIESEL/SEMI DIESEL ENGINES,43,0.0109,91.29,0.0149,112.29
7917,84099990,OTHER PARTS OF SEMI DIESEL ENGINES,288.75,0.0732,403.16,0.0658,39.62
7918,84101100,HYDRAULIC TURBINES AND WATER WHEELS OF A POWER NOT EXCEEDING 1000 KW,2.04,0.0005,0.11,0,-94.57
7919,84101210,TURBNES ETC OF POWR>1000 KW BT<=5000 KW,0.01,0,0,0,-94.55
7920,84101390,TURBINES ETC OF POWR>80000 KW,0.38,0.0001,,,
7921,84109000,PARTS OF HYDRLIC TURBNES INCL REGULATORS,2.34,0.0006,7.61,0.0012,225.47
7922,84111100,TURBO JETS OF A THRUST <=25 KN,8.79,0.0022,8.63,0.0014,-1.81
7923,84111200,TURBO-JETS OF A THRUST>25 KN,"1,007.96",0.2555,"2,538.75",0.4141,151.87
7924,84112100,TURBO-PRPLRS OF A POWER<=1100 KW,4.34,0.0011,3.96,0.0006,-8.64
7925,84112200,TURBO-PRPLRS OF A POWER>1100 KW,65.92,0.0167,36.03,0.0059,-45.34
7926,84118100,OTHR GAS TURBINES OF POWER <=5000 KW,23.74,0.006,38.41,0.0063,61.82
7927,84118210,GAS TURBNS OF POWER>5000 KW UP TO 15000 KW,9.58,0.0024,14.33,0.0023,49.58
7928,84118220,GAS TURBINES OF POWER>15000 UP TO 30000 KW,37.45,0.0095,21.29,0.0035,-43.15
7929,84118240,GAS TURBINES OF POWER>60000 UPTO 90000 KW,0.09,0,,,
7930,84118260,GAS TURBINES OF POWER>115000 KW,12.85,0.0033,13.85,0.0023,7.81
7931,84119100,PARTS OF TURBO-JETS/TURBO PROPELLERS,64.13,0.0163,114.48,0.0187,78.51
7932,84119900,PARTS OF OTHER GAS TURBINES,150.86,0.0382,147.27,0.024,-2.38
7933,84121000,REACTION ENGINES OTHER THAN TURBO-JETS,0.63,0.0002,0.51,0.0001,-18.15
7934,84122100,"LINEAR ACTING (CYLINDERS),HYDRAULIC POWER ENGINES AND MOTORS",52.71,0.0134,71.49,0.0117,35.63
7935,84122910,HYDROJET (HYDRAULIC JET ENGINES,3.16,0.0008,7.84,0.0013,148.33
7936,84122990,OTHERS,135.54,0.0344,172.4,0.0281,27.2
7937,84123100,"LINEAR ACTING (CYLINDERS),PNEUMATIC POWER ENGINES AND MOTORS",24.07,0.0061,30.05,0.0049,24.84
7938,84123900,OTHR PNEUMATIC POWER ENGINES AND MOTORS,30.12,0.0076,29.12,0.0048,-3.3
7939,84128011,STATIONARY(LOCOMOTIVES) ENGINE AND MOTORS,0,0,0,0,53.57
7940,84128019,OTHERS,0.09,0,0.1,0,14.07
7941,84128020,"MOTORS,SPRING OPERATED EXCL CLOCK AND WATCH MOVEMENTS (E.G. GRAMAPHONE MOTORS)",3.02,0.0008,8.76,0.0014,190.23
7942,84128030,"WIND MILL,WIND TURBINE/ENGINE",0.21,0.0001,0.07,0,-68
7943,84128090,OTHERS,2.05,0.0005,3.27,0.0005,60.02
7944,84129010,PARTS OFSTEAM ENGINES INCRPRTNG BOILERS,0.28,0.0001,1.53,0.0003,440.77
7945,84129020,PARTS OF OTHER STEAM ENGINES AND OTHER VAPOUR POWER UNITS NOT INCRPRTNG BOILRS,0.06,0,0.02,0,-59.93
7946,84129030,PRTS OF HYDRAULIC ENGINES AND MOTORS,16.96,0.0043,28.81,0.0047,69.89
7947,84129090,PARTS OF OTHER ENGINES AND MOTORS,93.99,0.0238,95.52,0.0156,1.62
7948,84131110,"HAND PUMPS FOR DSPNSNG FUEL/LUBRICANTS,OF THE TYPE USD IN FILLNG STATIONS/IN GARAGES",0.22,0.0001,0.44,0.0001,102.58
7949,84131191,OTHER PUMPS FOR DISPENSING FUEL,2.01,0.0005,7.89,0.0013,293.12
7950,84131199,OTHER PUMPS OF THE TYPE USD IN FILLNG STATIONS/IN GARAGES,5.95,0.0015,6.58,0.0011,10.69
7951,84131910,HAND PUMPS FITTED OR DESIGNED TO BE FTTD WITH A MEASURING DEVICE,0.48,0.0001,1.19,0.0002,147.66
7952,84131990,OTHER PUMPS FITTED OR DESIGNED TO BE FTTD WITH A MEASURING DEVICE,4.78,0.0012,16.35,0.0027,241.72
7953,84132000,"HAND PUMPS,EXCL THOSE OF 841311/841319",5.44,0.0014,5.04,0.0008,-7.49
7954,84133010,INJECTION PUMPS FOR DIESEL ENGINES,51.96,0.0132,99.79,0.0163,92.04
7955,84133020,OIL PUMP,19.41,0.0049,24.3,0.004,25.19
7956,84133030,WATER PUMP,10.48,0.0027,15.62,0.0025,49.1
7957,84133090,"OTHER FUEL, LUBRICATING OR COOLING MEDIUM PUMPS",154.06,0.0391,162.64,0.0265,5.57
7958,84134000,CONCRETE PUMPS,5.84,0.0015,10.87,0.0018,85.93
7959,84135010,METERING AND DOSING PUMPS,14.91,0.0038,15.68,0.0026,5.18
7960,84135021,DEEP TUBE WELL TURBINE PUMP,0.61,0.0002,0.32,0.0001,-47.64
7961,84135029,OTHER PUMPS PRIMARILY DESIGNED FOR HANDLING WATER,2.86,0.0007,3.31,0.0005,15.79
7962,84135090,OTHERS,87.5,0.0222,108.04,0.0176,23.48
7963,84136010,GEAR TYPE PUMPS,21.03,0.0053,33.77,0.0055,60.58
7964,84136020,SCREW TYPE PUMPS,4.36,0.0011,4.39,0.0007,0.81
7965,84136090,OTHERS,78.13,0.0198,97.73,0.0159,25.09
7966,84137010,OTHERS CENTRIFUGAL PUMPS PRIMARILY DESIGNED TO HANDLE WATER,53.04,0.0134,69.14,0.0113,30.35
7967,84137091,SINGL AND MULTISTAGE CHMCL AND PROCESS PUMPS,9.05,0.0023,9.79,0.0016,8.27
7968,84137092,HORIZONTAL SPLIT CASING PUMPS,0.02,0,0.07,0,222.71
7969,84137093,HORIZONTAL SELF PRIMING PUMPS,3.13,0.0008,3.89,0.0006,24.18
7970,84137094,VERTICAL TURBINE DRIVEN CENTRIFUGAL PUMPS,0.01,0,0.02,0,225.35
7971,84137095,BOILER FEED PUMPS,0.09,0,0.12,0,28.03
7972,84137096,SLURRY PUMPS,2.85,0.0007,4.06,0.0007,42.44
7973,84137097,DREDGER PUMPS,0.04,0,0.53,0.0001,"1,241.01"
7974,84137099,OTHERS,58.64,0.0149,123.77,0.0202,111.06
7975,84138110,GAS PUMPS,1.39,0.0004,1.58,0.0003,13.71
7976,84138120,HYDRAULIC RAM,0.5,0.0001,0.19,0,-60.65
7977,84138130,AXIAL FLOW AND MIXED FLOW VERTICAL PUMP DESIGNED PRIMARILY FOR HANDLING WATER,0.67,0.0002,1.55,0.0003,131.47
7978,84138190,OTHERS,101.59,0.0258,126.01,0.0206,24.04
7979,84138200,LIQUID ELEVATORS,0.36,0.0001,0.67,0.0001,82.47
7980,84139110,PARTS FOR RECIPROCATING PUMPS,9.23,0.0023,11.24,0.0018,21.79
7981,84139120,PARTS FOR CENTRIFUGAL PUMPS,8.64,0.0022,9.73,0.0016,12.67
7982,84139130,PARTS FOR DEEP WELL TURBINE PUMPS AND OF OTHER ROTARY PUMPS,3.05,0.0008,0.88,0.0001,-71.1
7983,84139140,PARTS OF HAND PUMP FOR HANDLING WATER,0.12,0,0.08,0,-30.56
7984,84139190,OTHERS,236.13,0.0599,284.02,0.0463,20.28
7985,84139200,PARTS OF LIQUID ELEVATORS,2.1,0.0005,5.97,0.001,184.1
7986,84141000,VACUUM PUMPS,71.07,0.018,86.47,0.0141,21.66
7987,84142010,HAND OR FOOT-OPERATED BICYCLE PUMPS,4.7,0.0012,4.31,0.0007,-8.28
7988,84142020,OTHER HAND AIR PUMPS,1.62,0.0004,3.15,0.0005,94.37
7989,84142090,OTHER FOOT-OPERATED AIR PUMPS,13.5,0.0034,19.52,0.0032,44.61
7990,84143000,COMPRESSORS USD IN REPRIGERATING EQUIPMENT,251.24,0.0637,297.45,0.0485,18.4
7991,84144010,RECIPROCATING AIR COMPRESSORS,3.52,0.0009,3.68,0.0006,4.7
7992,84144020,CENTRIFUGAL AIR COMPRESSORS,2.37,0.0006,2.71,0.0004,13.97
7993,84144030,SCREW AIR COMPRESSORS,11.77,0.003,25.5,0.0042,116.67
7994,84144090,OTHERS,67.66,0.0172,70.54,0.0115,4.26
7995,84145110,TABLE FANS,13,0.0033,12.23,0.002,-5.86
7996,84145120,CEILING FANS,2.68,0.0007,6.22,0.001,132.07
7997,84145130,PEDESTAL FANS,32.18,0.0082,22.66,0.0037,-29.59
7998,84145140,RAILWAY CARRIAGE FANS,0.12,0,0.01,0,-94.53
7999,84145150,WALL FANS,,,6.51,0.0011,
8000,84145190,OTHERS,28.27,0.0072,21.16,0.0035,-25.15
8001,84145910,AIR CIRCULATOR,27.47,0.007,40.97,0.0067,49.15
8002,84145920,"BLOWERS,PORTABLE",3.24,0.0008,5.98,0.001,84.57
8003,84145930,INDUSTRIAL FANS BLOWERS AND THE LIKE,27.45,0.007,39.99,0.0065,45.7
8004,84145990,OTHERS,125.56,0.0318,169.68,0.0277,35.13
8005,84146000,HOODS HVNG MAXIMUM HORIZNTAL SIDE<=120 CM,62.98,0.016,93.84,0.0153,48.99
8006,84148011,GAS COMPRESSORS OF A KIND USED IN AIR-CONDITIONING,302.8,0.0768,440.25,0.0718,45.39
8007,84148019,OTHER GAS COMPRESSORS,39.5,0.01,70.2,0.0115,77.7
8008,84148020,FREE-PSTN GNRTRS FR GAS TURBINE,1.63,0.0004,0.37,0.0001,-77.24
8009,84148030,TURBO CHARGER,30.56,0.0077,45.39,0.0074,48.55
8010,84148090,OTHERS,124.47,0.0316,186.85,0.0305,50.12
8011,84149011,PARTS OF GAS COMPRESSORS OF A KIND USED INREFRIGERATING AND AIR CONDITIONING,81.73,0.0207,119.39,0.0195,46.07
8012,84149012,PARTS OF BICYCLE PUMPS,0.31,0.0001,0.24,0,-20.9
8013,84149019,"PRTS OF OTHR AIR/VACUM PUMPS,CMPRSSRS AND FANS",51.74,0.0131,61.3,0.01,18.49
8014,84149020,PRTS OF FREE-PSTN GNRTRS OF GAS TURBINE,2.44,0.0006,1.86,0.0003,-23.97
8015,84149030,REGULATORS AND PARTS OF ELECTRIC FANS,6.15,0.0016,5.55,0.0009,-9.67
8016,84149040,"PRTS OF INDUSTRIAL FANS,BLOWERS AND THE LIKE",15.76,0.004,27.39,0.0045,73.72
8017,84149090,OTHERS,245.21,0.0622,308.89,0.0504,25.97
8018,84151010,"SPLIT SYSTEM AIRCONDTNG MCHNS,CMPRSNG MOTR-DRVN FAN AND ELMNTS FR CHNG TMPRTR AND HUMDTY",209.1,0.053,177.97,0.029,-14.89
8019,84151090,OTHR WINDOW/WALL TYPES SELF-CONTAINED AIR CONDITIONING MACHINES,35.81,0.0091,49.3,0.008,37.67
8020,84152010,AIR-CONDITIONING MACHINES OF A KIND USD FRBUSES,1.09,0.0003,6.69,0.0011,512.46
8021,84152090,"AIR-CONDITIONING MACHINES OF A KIND USD FRPERSONS, IN OTHER MOTOR VEHICLES",6.56,0.0017,6.13,0.001,-6.57
8022,84158110,SPLIT AIR-CONDITIONER TWO TONNES AND ABOVEWTH A VALVE FR RVRSL OF COOLING/HEAT CYCL,7.9,0.002,11.72,0.0019,48.38
8023,84158190,OTHER AIR CONDTNG MCHNS INCRPRTNG RFRGRTNGUNIT AND A VALVE FR RVRSL OF CLNG/ HEAT CYCLE,5.9,0.0015,10.89,0.0018,84.62
